Width,Height
25.8683,213.0623
25.8683,213.3021
25.8683,213.5419
25.8683,213.7817
25.8683,214.0215
25.8683,214.2613
25.8683,214.5011
25.8683,214.7409
25.8683,214.9807
25.8683,215.2205
25.8683,215.4603
25.8683,215.7001
25.8683,215.9399
25.8683,216.1797
25.8683,216.4195
25.8683,216.6593
25.8683,216.8991
25.8683,217.1389
25.8683,217.3787
25.8683,217.6185
25.8683,217.8583
25.8683,218.0981
25.8683,218.3379
25.8683,218.5777
25.8683,218.8175
25.8683,219.0573
25.8683,219.2971
25.8683,219.5369
25.8683,219.7767
25.8683,220.0165
25.8683,220.2563
25.8683,220.4961
25.8683,220.7359
25.8683,220.9757
25.8683,221.2155
25.8683,221.4553
25.8683,221.6951
25.8683,221.9349
25.8683,222.1747
25.8683,222.4145
25.8683,222.6543
25.8683,222.8941
25.8683,223.1339
25.8683,223.3737
25.8683,223.6135
25.8683,223.8533
25.8683,224.0931
25.8683,224.3329
25.8683,224.5727
25.8683,224.8125
25.8683,225.0523
25.8683,225.2921
25.8683,225.5319
25.8683,225.7717
25.8683,226.0115
25.8683,226.2513
25.8683,226.4911
25.8683,226.7309
25.8683,226.9707
25.8683,227.2105
25.8683,227.4503
25.8683,227.6901
25.8683,227.9299
25.8683,228.1697
25.8683,228.4095
25.8683,228.6493
25.8683,228.8891
25.8683,229.1289
25.8683,229.3687
25.8683,229.6085
25.8683,229.8483
25.8683,230.0881
25.8683,230.3279
25.8683,230.5677
25.8683,230.8075
25.8683,231.0473
25.8683,231.2871
25.8683,231.5269
25.8683,231.7667
25.8683,232.0065
25.8683,232.2463
25.8683,232.4861
25.8683,232.7259
25.8683,232.9657
25.8683,233.2055
25.8683,233.4453
25.8683,233.6851
25.8683,233.9249
25.8683,234.1647
25.8683,234.4045
25.8683,234.6443
25.8683,234.8841
25.8683,235.1239
25.8683,235.3637
25.8683,235.6035
25.8683,235.8433
25.8683,236.0831
25.8683,236.3229
25.8683,236.5627
25.8683,236.8025
25.8683,237.0423
25.8683,237.2821
25.8683,237.5219
25.8683,237.7617
25.8683,238.0015
25.8683,238.2413
25.8683,238.4811
25.8683,238.7209
25.8683,238.9607
25.8683,239.2005
25.8683,239.4403
25.8683,239.6801
